Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-11-22,23.3,23.84,23.01,23.62,1489459
2022-11-23,23.77,24.51,23.42,23.93,3033691
2022-11-24,24.365,25.55,24.105,25.5,3663064
2022-11-25,25.36,25.9,25.09,25.46,1832357
2022-11-28,25.295,25.295,24.08,24.15,2654752
2022-11-29,24,24.37,22.945,23.1,6426549
2022-11-30,23.72,24.095,22.26,22.345,9521002
2022-12-01,23,23.285,22.67,23,6879320
2022-12-02,23.1,24.17,23,23.61,7037435
2022-12-05,24,24.55,23.81,23.9,2167674
2022-12-06,23.8,24.44,23.67,24.26,1643990
2022-12-07,24.3,24.91,23.825,24.825,1812647
2022-12-08,24.9,24.94,23.86,24.29,1900390
2022-12-09,24.5,24.63,24.09,24.25,1583996
2022-12-12,24.02,25.075,23.78,25.04,3173739
2022-12-13,25.02,26.2,24.475,25.88,3339771
2022-12-14,25.84,26.45,25.755,26.015,2569987
2022-12-15,25.61,25.78,24.8,24.84,2843033
2022-12-16,24.61,24.77,24.12,24.44,4604223
2022-12-19,24.5,24.73,24.135,24.175,1912436
2022-12-20,23.965,24.465,23.835,24.38,2436570
2022-12-21,24.45,25.805,24.38,25.8,4849687
2022-12-22,25.8,26.175,25.45,25.61,1630972
2022-12-23,25.6,25.76,25.04,25.38,844416
2022-12-27,25.5,25.5,24.72,24.83,918153
2022-12-28,24.82,25.15,24.31,24.89,1767338
2022-12-29,24.905,25.725,24.5,25.515,2116764
2022-12-30,25.29,25.45,24.91,25.13,1352354
2023-01-02,25.13,25.98,24.95,25.44,942381
2023-01-03,25.7,27.195,25.56,26.665,5057275
2023-01-04,26.7,27.18,26.43,27,2827662
2023-01-05,27,27.375,26.3,26.65,3409639
2023-01-09,27.35,28.79,27.2,28.66,4846643
2023-01-10,28.19,29.29,27.8,28.91,3295461
2023-01-11,28.85,29.39,28.515,29.075,3045085
2023-01-12,29.09,31.24,28.92,30.975,9564245
2023-01-13,31.535,31.62,30.585,31.355,4273577
2023-01-16,31.5,32.1,30.69,31.7,1891203
2023-01-17,31.6,31.8,30.905,31.5,3778109
2023-01-18,31.48,32.54,31.225,32.225,4202754
2023-01-19,31,31.45,29.36,29.52,8926052
2023-01-20,29.76,29.795,28.715,28.725,3125939
2023-01-23,29.2,30,29.025,29.86,3045260
2023-01-24,30.1,30.365,29.22,29.4,3308259
2023-01-25,29.2,29.675,28.65,29.07,1622100
2023-01-26,29.49,30.31,29.49,30,5427253
2023-01-27,30.2,30.35,29.72,30.125,2295170
2023-01-30,29.9,30.085,29.5,29.69,1396128
2023-01-31,29.5,30.2,29.25,29.96,2839795
2023-02-01,30,30.125,28.955,29.555,2212486
2023-02-02,30.1,31.3,30.03,31.07,5367110
2023-02-03,30.89,31.73,30.5,31.505,5374855
2023-02-06,31.035,31.8,30.89,31.125,3233754
2023-02-07,31.14,31.2,30.365,30.88,2235740
2023-02-08,31,32.025,30.99,31.39,2181402
2023-02-09,31.48,31.93,31.1,31.24,1360724
2023-02-10,30.9,30.9,29.235,29.68,3499271
2023-02-13,29.68,29.845,29.36,29.725,1145251
2023-02-14,30,30.215,29.4,29.565,1666614
2023-02-15,29.585,29.945,29.36,29.6,743033
2023-02-16,29.95,30.01,28.82,29.15,1434538
2023-02-17,28.8,29.37,28.5,29.03,2087373
2023-02-20,29.22,29.635,28.615,28.825,1566714
2023-02-21,28.9,28.9,27.63,27.7,3742275
2023-02-22,27.615,28.105,27.15,27.99,3692902
2023-02-23,27.99,29.1,27.99,28.8,2228394
2023-02-24,28.99,29.08,28.27,28.4,1878429
2023-02-27,28.4,29.15,28.395,28.8,1717354
2023-02-28,28.8,29.455,28.43,29.055,3695950
2023-03-01,29.35,29.355,28.13,28.295,1713137
2023-03-02,28.01,28.315,27.745,27.825,2554118
2023-03-03,28.08,28.815,28,28.74,1518399
2023-03-06,29,29.18,28.525,28.855,1246683
2023-03-07,28.9,29.22,28.07,28.29,1425498
2023-03-08,28,28.48,27.825,28.335,1408541
2023-03-09,28.475,28.475,27.92,28.045,794950
2023-03-10,27.355,27.735,27.01,27.39,1956089
2023-03-13,27.35,27.815,26.315,27.16,2648483
2023-03-14,27.3,27.735,27.01,27.535,1589307
2023-03-15,27.655,27.76,26.6,26.925,2379330
2023-03-16,27.18,27.3,26.35,27.3,2021457
2023-03-17,27.37,27.7,26.405,26.81,2888049
2023-03-20,26.8,27.18,26.15,27.1,1053943
2023-03-21,27.2,27.28,25.86,26.12,3593176
2023-03-22,26.42,26.72,26.075,26.265,1902575
2023-03-23,26.44,26.655,25.72,26.38,1350550
2023-03-24,26.08,26.58,25.91,26.015,1672188
2023-03-27,26.005,26.47,25.98,26.16,1901724
2023-03-28,26.375,26.825,25.9,25.9,2906529
2023-03-29,26.18,26.43,25.535,26.105,3272679
2023-03-30,26.72,30.245,26.68,29.755,9721791
2023-03-31,29.73,29.75,28.86,29.305,2913433
2023-04-03,29.5,30.86,29.295,30.595,2494157
2023-04-04,30.63,31.045,30.055,30.37,1454444
2023-04-05,30.36,30.58,29.795,30.015,1654262
2023-04-06,30.06,30.14,29.8,30.025,787542
2023-04-11,30,30.85,29.62,30.51,2021798
2023-04-12,30.4,31.37,30.345,31.02,2104745
2023-04-13,30.92,31.96,30.8,31.78,3169958
2023-04-14,31.98,32.1,31.01,31.08,1322322
2023-04-17,31.175,32.065,30.55,31.83,1355565
2023-04-18,31.78,32.57,31.7,31.93,2063441
2023-04-19,31.9,32.555,31.455,32.385,1247956
2023-04-20,32.185,33.385,32.185,32.865,2603184
2023-04-21,32.805,32.855,31.8,32.825,1840881
2023-04-24,32.82,33.17,32.625,33,1031697
2023-04-25,33,33,32.13,32.355,1272754
2023-04-26,32.1,33.03,32.065,32.69,1509910
2023-04-27,32.8,33.39,32.505,33.37,1918062
2023-04-28,33.42,33.53,32.4,32.715,1681498
2023-05-02,32.455,33.2,32.455,32.665,1601943
2023-05-04,32.58,33.1,32.25,32.785,1787687
2023-05-05,32.88,33.08,32.6,33.005,924604
2023-05-08,33.01,33.18,32.835,33,968254
2023-05-09,32.8,33.53,32.645,33.3,1575341
2023-05-10,33.5,34.99,33.22,33.97,5432044
2023-05-11,34.11,35.8,33.935,35.78,5000607
2023-05-12,35.8,36.08,35.26,35.375,2654884
2023-05-15,35.565,36.7,35.42,35.78,4875242
2023-05-16,35.95,36.815,35.34,36.35,2770960
2023-05-17,36.48,36.68,35.87,36.44,2431179
2023-05-18,36.5,36.67,35.57,36.275,2168905
2023-05-19,36.5,38.515,36.5,38.345,6713256
2023-05-22,38.5,38.67,37.92,38.58,2029605
2023-05-23,38.7,38.99,37.865,37.865,2431959
2023-05-24,37.545,37.545,36.53,36.8,3976383
2023-05-25,37,37,33.81,34.265,6172396
2023-05-26,34.3,35.285,34.28,35.135,3551979
2023-05-29,35.4,36.2,35.4,35.515,1713053
2023-05-30,35.765,36.3,34.835,35.32,2590330
2023-05-31,34.9,36.145,34.175,35.52,14592670
2023-06-01,35.52,35.695,34.42,35,3121159
2023-06-02,35.39,36.365,35.065,36.32,3168548
2023-06-05,36.38,36.8,35.815,36.185,2321484
2023-06-06,36.18,36.18,34.575,35,3746938
2023-06-07,35,35.64,34.87,35.41,1796776
2023-06-09,35.96,36.395,34.435,34.565,2225820
2023-06-12,34.62,34.99,34.1,34.685,1761785
2023-06-13,32.53,32.98,32.155,32.25,15739440
2023-06-14,32.255,32.66,31.35,32.6,8296944
2023-06-15,32.39,32.86,32.32,32.78,5057968
2023-06-16,32.8,33.115,32.3,32.51,13135744
2023-06-19,32.55,33.075,32.34,32.35,1544248
2023-06-20,32.32,32.51,32,32.4,2430171
2023-06-21,32.46,33.1,32.405,32.865,2657124
2023-06-22,32.485,32.77,32.2,32.6,1753654
2023-06-23,32.44,32.69,31.79,32,2188454
2023-06-26,32.04,32.735,32.04,32.31,1362999
2023-06-27,32.33,32.55,31.855,31.94,1721571
2023-06-28,32.15,32.4,31.84,31.99,1902913
2023-06-29,32,32.3,31.96,32,1140882
2023-06-30,32,32.2,31.52,32,1950263
2023-07-03,32,32.185,31.52,32.06,1744765
2023-07-04,32.16,32.325,31.8,32.17,1623128
2023-07-05,32.07,32.18,31.92,32,1675309
2023-07-06,31.765,31.9,31.22,31.5,2492903
2023-07-07,31.5,32.08,31.41,32,1716179
2023-07-10,31.87,32.12,31.47,31.95,1113246
2023-07-11,32.2,32.27,31.73,32.11,1334643
2023-07-12,32.135,33,31.95,32.95,2711659
2023-07-13,33.14,33.555,32.19,32.27,2762626
2023-07-14,32.27,33.455,32.09,33.13,1871146
2023-07-17,33,33.265,32.775,33.045,1365450
2023-07-18,33.05,33.29,32.62,32.9,1778961
2023-07-19,33,33.205,32.435,32.5,1549756
2023-07-20,32.45,33.075,32.23,32.47,1675445
2023-07-21,32.5,32.855,31.95,32.67,2588500
2023-07-24,32.84,33.84,32.42,32.7,3314703
2023-07-25,33,33.335,32.895,33.29,1245589
2023-07-26,33.33,33.595,32.995,33.2,963547
2023-07-27,33.48,34.75,33.37,34.65,2659617
2023-07-28,34.6,35.45,34.475,35.32,2774887
2023-07-31,35.455,35.8,35.06,35.32,2463837
2023-08-01,35.3,35.78,35.185,35.78,1883465
2023-08-02,35.215,35.325,34.075,34.075,2038957
2023-08-03,34.05,34.83,33.33,34.67,2200770
2023-08-04,35,35.585,34.52,34.955,1076579
2023-08-07,34.85,35.075,34.6,34.69,810284
2023-08-08,34.5,34.5,33.72,33.85,1059252
2023-08-09,33.95,34.66,33.625,33.79,2292088
2023-08-10,34.11,35.78,33.9,35.44,1643818
2023-08-11,35.1,35.53,34.67,34.845,1480878
2023-08-14,34.59,35.06,34.545,35,547776
2023-08-16,34.6,34.85,34.125,34.155,1177349
2023-08-17,34.15,34.83,34.02,34.335,1083244
2023-08-18,34.335,34.84,34.12,34.48,1079481
2023-08-21,34.325,34.4,33.42,33.515,1351738
2023-08-22,33.78,34.08,33.405,33.405,1567244
2023-08-23,33.52,33.6,32.845,33.325,1897757
2023-08-24,33.88,34.19,32.61,32.78,857874
2023-08-25,32.5,33.16,32.09,32.565,620868
2023-08-28,32.61,32.99,32.24,32.93,592261
2023-08-29,33,33.28,32.68,33.09,889148
2023-08-30,33.09,33.265,32.86,33.19,465655
2023-08-31,33,33.555,32.74,33.02,2973731
2023-09-01,32.76,33.3,32.54,32.65,1464510
2023-09-04,32.65,33.15,32.245,32.245,1048881
2023-09-05,32.22,32.275,31.155,31.155,2084031
2023-09-06,31.5,33.05,30.94,31.7,3174853
2023-09-07,31.6,32.01,31.24,31.575,2199094
2023-09-08,31.685,31.935,31.135,31.795,1134786
2023-09-11,31.905,32.26,31.3,31.525,1598621
2023-09-12,31.525,31.94,31.275,31.6,1498513
2023-09-13,31.455,31.76,31.23,31.575,1899548
2023-09-14,31.75,32.065,31.535,31.895,1258056
2023-09-15,32,32.21,31.84,32,3595664
2023-09-18,31.91,31.98,30.925,31.045,2002332
2023-09-19,31.23,31.55,30.345,30.55,1902733
2023-09-20,30.56,31.1,30.5,30.74,2274982
2023-09-21,30.55,30.6,29.7,29.895,1748434
2023-09-22,29.86,30.19,29.555,29.825,1818053
2023-09-25,29.82,29.87,28.8,28.89,2405647
2023-09-26,28.815,29.53,28.31,29.305,1701350
2023-09-27,29.47,30.4,29.34,30.15,2034270
2023-09-28,32.1,32.9,30.22,31.855,5785402
2023-09-29,32.2,33.075,32.11,32.235,3443549
2023-10-02,32.2,33.215,32.18,32.7,2204009
2023-10-03,32.925,32.925,31.33,31.585,2087191
2023-10-04,31.3,32.59,31.05,31.715,3178430
2023-10-05,32,32.01,31,31.025,1579305
2023-10-06,29.3,29.3,28.32,28.75,15533486
2023-10-09,28.755,28.8,27.82,28.245,5659742
2023-10-10,28.4,29.015,28.315,28.855,4422308
2023-10-11,28.86,29.005,28.245,28.61,3471865
2023-10-12,28.7,29.05,28.295,28.425,4733856
2023-10-13,28.425,28.82,28.295,28.395,2644454
2023-10-16,28.94,28.94,27.27,27.87,5690081
2023-10-17,27.87,29.205,27.87,28.875,4155439
2023-10-18,29.075,29.61,28.5,28.9,3286973
2023-10-19,28.67,28.98,28.42,28.53,1395052
2023-10-20,28.5,28.9,28.245,28.7,1837860
2023-10-23,28.7,28.845,28.11,28.23,1498802
2023-10-24,28.565,29.435,28.47,29.15,3269657
2023-10-25,29.025,29.265,28.52,28.77,2045037
2023-10-26,28.52,29.075,28.52,29,2382691
2023-10-27,29.07,29.125,28.795,28.96,1164774
2023-10-30,29.1,29.765,29,29.715,2001388
2023-10-31,29.8,30.55,29.61,30.15,2284222
2023-11-02,31.06,31.155,30.18,30.79,2362478
2023-11-03,30.8,31.33,30.495,31.295,1806590
2023-11-06,31.33,31.445,31,31.2,1881095
2023-11-07,31.15,31.865,30.86,31.155,3031673
2023-11-08,31.155,31.22,30.86,30.86,1365263
2023-11-09,30.8,30.97,29.89,30.97,3276518
2023-11-10,30.88,30.975,30.435,30.885,938246
2023-11-13,30.96,31.27,30.35,30.375,1396020
2023-11-14,30.45,31.95,30,31.775,2556902
2023-11-15,31.95,32.85,31.64,32.535,3975782
2023-11-16,32,32,29.495,29.515,10862234
2023-11-17,29.515,30.1,29.1,29.2,3837062
2023-11-20,29.31,30.105,29.25,29.55,1881558
2023-11-21,29.63,30.35,29.61,29.8,2115499
2023-11-22,29.99,30.28,29.825,30.125,1901101
2023-11-23,30.125,30.25,29.82,29.94,822169
2023-11-24,29.925,30.2,29.64,29.64,1109116
2023-11-27,29.88,30.1,28.775,29.25,1758634
2023-11-28,29.24,29.555,28.92,29.06,1800408
2023-11-29,29.29,29.525,28.925,28.99,1464753
2023-11-30,29,29.38,28.94,28.94,9574560
2023-12-01,28.96,29.555,28.61,29.5,1989557
2023-12-04,29.505,30,29.235,29.42,1035742
2023-12-05,29.585,30.42,29.39,30.3,2609282
2023-12-06,30.41,30.55,29.895,30.315,1338614
2023-12-07,30.315,30.34,29.76,30.035,1311906
2023-12-08,30.035,30.55,30.035,30.225,1219928
2023-12-11,30.21,30.51,29.94,30.14,1749387
2023-12-12,30.2,30.41,29.62,29.92,2817749
2023-12-13,30,31.175,29.985,30.93,3524778
2023-12-14,31.42,32.25,31.16,32.2,5422169
2023-12-15,32.25,34.77,32.095,34.27,12817382
2023-12-18,33.98,33.98,32.75,33.84,2974852
2023-12-19,33.225,34.16,33.22,33.665,2533300
2023-12-20,33.68,33.88,33.105,33.56,2186372
2023-12-21,33.4,33.4,32.7,33.04,2266858
2023-12-22,32.85,33.085,32.35,33,1451586
2023-12-27,33.2,33.57,33.165,33.4,1258839
2023-12-28,33.5,33.875,33.345,33.48,1391893
2023-12-29,33.5,33.63,33.04,33.325,1212698
2024-01-02,33.325,33.35,31.31,31.31,2842748
2024-01-03,31.33,31.5,29.835,30.335,4282703
2024-01-04,30.5,30.845,29.835,30,4493008
2024-01-05,30,30.115,29.53,29.93,2208320
2024-01-08,29.63,29.97,29.52,29.895,2388508
2024-01-09,30.19,30.55,29.915,30.495,2677187
2024-01-10,30.505,31.535,30.405,31.45,3872696
2024-01-11,31.475,32.44,31.27,31.405,5725913
2024-01-12,31.39,32.89,31.38,32.4,3976776
2024-01-15,32.4,32.695,30.915,31.1,2013173
2024-01-16,31.1,31.41,30.545,30.885,1241545
2024-01-17,30.6,30.795,30.12,30.195,1823353
2024-01-18,30.45,31.025,30.02,30.59,2118796
2024-01-19,30.93,31.51,30.25,31.51,2721973
2024-01-22,31.3,31.525,30.12,30.225,2506248
2024-01-23,30.535,30.605,29.755,30,1541835
2024-01-24,30.3,30.63,30.02,30.52,1271488
2024-01-25,30.59,31.1,29.935,30.2,1608795
2024-01-26,30.06,30.3,29.85,30.22,1052361
2024-01-29,30.2,30.365,29.85,30.135,877959
2024-01-30,30.135,30.485,29.96,30.145,1008612
2024-01-31,30.02,30.4,30.02,30.385,1345668
2024-02-01,30.39,31.29,30.125,30.97,1861114
2024-02-02,31.055,31.57,30.41,30.41,2228696
2024-02-05,30.6,31.28,30.25,30.375,1994259
2024-02-06,30.78,30.835,30.33,30.65,1461796
2024-02-07,30.53,31.2,30.4,31,1007039
2024-02-08,30.9,31.7,30.87,31.48,1191858
2024-02-09,31.48,31.795,31.315,31.665,2185877
2024-02-12,31.7,32.195,31.5,32.195,1595681
2024-02-13,32.16,32.735,30.785,31.29,3373732
2024-02-14,31.04,32.105,31.04,32.045,943220
2024-02-15,32.045,32.255,31.88,32,1024173
2024-02-16,32,32.3,31.615,31.8,564699
2024-02-19,31.8,32.315,31.67,32.255,1221853
2024-02-20,31.98,32.4,31.79,31.86,1267788
2024-02-21,31.86,32.16,31.14,31.18,1636748
2024-02-22,31.705,33.16,31.395,33.125,3124292
2024-02-23,33.13,33.94,32.53,32.87,2288669
2024-02-26,32.87,33.45,32.835,33.375,1155282
2024-02-27,33.375,33.96,33.12,33.54,2049051
2024-02-28,33.54,33.54,32.305,32.35,1517247
2024-02-29,32.15,32.71,31.905,32.245,1925505
2024-03-01,32.595,32.635,31.135,31.35,1734779
2024-03-04,31.5,31.6,30.7,30.75,1724752
2024-03-05,30.7,30.82,30.22,30.54,3116693
2024-03-06,30.54,30.895,30.5,30.52,2078499
2024-03-07,30.3,30.92,30.1,30.8,1900061
2024-03-08,30.985,31.4,30.52,31.26,2582031
2024-03-11,31.235,31.305,30.525,30.835,2126742
2024-03-12,31,31.34,30.67,31.09,2984066
2024-03-13,31.155,31.18,30.31,30.335,2774293
2024-03-14,31.36,32.15,30.34,30.68,6224230
2024-03-15,30.8,33.51,30.79,33.06,9866695
2024-03-18,33.07,33.55,31.46,32.055,3329664
2024-03-19,32.055,33,31.2,31.635,3107419
2024-03-20,31.7,32.065,31.46,31.61,2226836
2024-03-21,31.8,32.75,31.775,32.59,2767328
2024-03-22,32.63,33.37,32.42,32.74,2510931
2024-03-25,32.6,32.72,31.49,31.59,1661320
2024-03-26,31.6,32.36,31.47,31.96,2451584
2024-03-27,31.96,32.405,31.9,32.405,1197036
2024-03-28,32.43,33.14,32.415,33.085,2122478
2024-04-02,33.07,33.07,31.86,32.2,1934961
2024-04-03,32.115,32.72,31.705,32.09,1783999
2024-04-04,32,32.09,31.52,31.655,2228467
2024-04-05,31.5,31.51,30.79,30.9,3016158
2024-04-08,30.9,31.175,30.525,31.055,2209312
2024-04-09,31.055,31.53,30.56,30.75,2188634
2024-04-10,30.8,31.205,30.665,31.04,2255781
2024-04-11,31,32.08,30.85,31.455,3295542
2024-04-12,31.485,31.76,30.85,30.94,1769862
2024-04-15,30.915,31.525,30.73,31,1049723
2024-04-16,30.58,31.52,30.5,31.375,2110288
2024-04-17,31.375,33.42,31.3,31.89,15704552
2024-04-18,31.96,33.04,31.67,33,6890044
2024-04-19,32.48,33.15,32.46,32.665,8864561
2024-04-22,32.99,33.845,32.65,33.295,10525090
2024-04-23,33.49,33.83,32.945,33.325,2195085
2024-04-24,33.33,33.48,32.49,32.9,2874068
2024-04-25,32.9,33,32.17,32.3,1863658
2024-04-26,32.605,33.9,32.605,33.27,2693586
2024-04-29,33.29,34.38,33.285,34.295,2934885
2024-04-30,34.37,34.62,33.7,34.015,1458213
2024-05-02,33.9,34.515,33.84,34.2,1028343
2024-05-06,34.62,37.59,34.62,36.905,6018076
2024-05-07,36.6,37.38,35.82,36.21,5612007
2024-05-08,36.2,36.725,36.1,36.415,3529325
2024-05-09,36.435,37.5,36.215,37.115,7427209
2024-05-10,37.305,38.12,37.305,38,3953875
2024-05-13,37.71,38.455,37.71,38.06,3872988
2024-05-14,38,38.08,37.3,38.06,5340127
2024-05-15,38.01,38.235,37.54,38.235,3482649
2024-05-16,38.22,38.74,38.11,38.39,2017025
2024-05-17,38,38.9,38,38.85,5799999
2024-05-20,39,39.18,36.785,38.845,4016000
2024-05-21,38.7,38.9,37.345,37.635,3310293
2024-05-22,37.5,37.91,36.075,37.91,3297351
2024-05-23,38.585,41.165,38.3,39.92,7743367
2024-05-24,39.715,40.45,39.62,40,3345723
2024-05-27,40,40.38,39.445,39.975,8081085
2024-05-28,40,40.71,39.515,39.835,4205904
2024-05-29,39.605,39.83,38.67,39.125,3745353
2024-05-31,38.9,39,37,37.775,9416541
2024-06-03,38.17,38.49,37.6,38,2230083
2024-06-04,37.89,38.54,37.6,38.29,4126542
2024-06-05,38.29,38.54,37.745,38.25,2267749
2024-06-06,38.3,38.8,37.425,37.675,1874593
2024-06-07,37.595,37.81,36.67,37.18,2349284
2024-06-10,36.685,37.495,36.64,37.49,2245812
2024-06-11,37.5,37.785,36.95,37.295,1442242
2024-06-12,37.3,37.685,36.85,37.56,3453330
2024-06-13,37.72,37.82,37.005,37.335,1617953
2024-06-14,37.305,37.335,36.36,36.765,1471646
2024-06-17,36.725,37.945,36.725,37.7,6487167
2024-06-18,37.93,38,37.11,37.2,1668148
2024-06-19,37.5,37.55,36.92,37.3,1225607
2024-06-20,37.3,37.65,36.78,37.185,2380965
2024-06-21,37.05,37.52,36.85,37.06,5540335
2024-06-24,37,37.795,36.95,37.62,2217820
2024-06-25,37.62,38.08,37.105,37.595,2146231
2024-06-26,38,38.44,37.705,38.29,5409681
2024-06-27,38.1,38.9,37.9,38.055,3444460
2024-06-28,38.12,38.22,37.455,37.7,1684937
2024-07-01,37.9,38.135,37.21,37.25,2068349
2024-07-02,37.13,37.245,36.23,36.44,3145131
2024-07-03,36.93,37.11,36.38,36.63,1857117
2024-07-04,36.63,36.765,35.965,36.425,1254002
2024-07-05,36.48,36.8,35.24,35.6,1546573
2024-07-08,35.6,36.035,35.41,35.875,1315661
2024-07-09,35.86,36.14,35.8,36.09,1160121
2024-07-10,36.185,36.57,35.3,35.765,1807872
2024-07-11,36,36.75,35.735,36.605,878421
2024-07-12,36.45,36.865,36.17,36.8,1776177
2024-07-15,36.5,36.89,36.145,36.675,1256128
2024-07-16,36.505,36.595,35.555,35.88,1553598
2024-07-17,35.8,35.98,34.6,34.78,2071623
2024-07-18,34.98,35.59,34.4,35.3,1899420
2024-07-19,35.19,35.52,34.79,35.13,965380
2024-07-22,35.285,35.55,34.825,35.125,880336
2024-07-23,35.15,35.425,34.8,35.425,1250493
2024-07-24,35,35.515,34.67,35.33,1197909
2024-07-25,34.83,35.44,34.8,35.41,1429951
2024-07-26,35.42,35.655,35.115,35.5,703504
2024-07-29,35.8,35.885,35.15,35.74,2381520
2024-07-30,35.86,37.02,35.765,35.875,3286723
2024-07-31,36.35,36.85,36.085,36.4,2459252
2024-08-01,36.7,36.74,35.955,36.21,1267254
2024-08-02,35.78,35.99,35.145,35.86,1729802
2024-08-05,34.225,35.18,34.015,35.155,1909050
2024-08-06,35.425,35.8,34.2,34.53,2140969
2024-08-07,34.975,35.45,34.78,35.39,1748356
2024-08-08,35.38,36.265,34.825,36.235,1906905
2024-08-09,36.565,36.805,36.145,36.305,2252792
2024-08-12,36.305,37.48,36.17,37.25,1868661
2024-08-13,37.475,37.585,37.225,37.5,2312553
2024-08-14,37.575,38.64,37.575,38.2,2936186
2024-08-16,38.79,39.64,38.77,39.145,3530734
2024-08-19,39.065,39.26,38.055,38.265,2575942
2024-08-20,38.5,38.515,37.32,37.435,1603515
2024-08-21,37.355,38.565,36.915,38.53,1786858
2024-08-22,38.245,39.25,38.245,38.725,1238098
2024-08-23,38.85,38.85,37.665,37.885,1677144
2024-08-26,37.995,38.13,37.225,37.875,1064205
2024-08-27,37.96,38.055,37.16,37.62,1059773
2024-08-28,37.8,37.935,37.305,37.385,1007190
2024-08-29,37.4,37.94,37.18,37.9,1142883
2024-08-30,37.9,38.07,37.585,38.07,2516828
2024-09-02,37.75,38.185,36.94,37.88,1181719
2024-09-03,37.98,38.4,37.775,37.9,746554
2024-09-04,37.4,37.79,37.17,37.46,1006264
2024-09-05,37.35,37.535,36.605,36.72,1406185
2024-09-06,36.565,37.4,35.81,35.86,1526887
2024-09-09,36,36.065,35.52,35.925,1029387
2024-09-10,35.78,36.485,35.665,35.955,2046902
2024-09-11,35.61,36.47,35.61,35.98,1864727
2024-09-12,36.49,37.26,36.47,37.2,1171853
2024-09-13,37,37.62,36.965,37.535,1360551
2024-09-16,37.695,38.05,37.535,37.8,1145663
2024-09-17,38,38.79,37.865,38.665,2140388
2024-09-18,38.665,38.96,38.23,38.725,1393384
2024-09-19,37,37.49,34.655,35.475,13766493
2024-09-20,35.475,36.07,35.365,35.83,9025759
2024-09-23,35.83,36.355,35.385,36.335,3002336
2024-09-24,36.45,36.67,36.215,36.3,2498119
2024-09-25,36.12,36.665,36.01,36.58,2424765
2024-09-26,36.28,36.88,35.945,36.105,4032561
2024-09-27,36.105,36.455,35.92,36.07,3079810
2024-09-30,35.915,36,34.48,34.81,4852435
2024-10-01,34.92,35.55,34.65,34.705,3184525
2024-10-02,34.99,35.155,34.44,34.715,1550632
2024-10-03,34.43,34.71,33.88,34.455,1994119
2024-10-04,34.455,34.58,34.08,34.1,1732103
2024-10-07,34.12,34.59,33.905,34.115,2220188
2024-10-08,33.9,34.3,33.82,34.3,3227522
2024-10-09,34.375,34.865,33.93,34.44,3491103
2024-10-10,34.46,34.925,34.2,34.445,1621657
2024-10-11,34.5,35.91,34.485,35.715,1784675
2024-10-14,35.4,35.6,34.79,35.005,1629273
2024-10-15,35.005,35.1,34.615,34.77,2420563
2024-10-16,34.77,35.26,34.6,35.26,2810128
2024-10-17,35.24,35.66,34.8,34.845,2064906
2024-10-18,34.85,35,34.475,35,1222208
2024-10-21,34.85,35,34.21,34.7,956864
2024-10-22,34.7,35.2,34.39,34.48,2328304
2024-10-23,34.38,34.495,33.925,34.285,2603463
2024-10-24,34.5,34.78,34.24,34.455,2067601
2024-10-25,34.585,34.81,34.105,34.81,1791739
2024-10-28,34.81,35.7,34.81,35,2436433
2024-10-29,34.99,35.655,34.955,35.53,2277672
2024-10-30,35.65,36.525,35.56,35.84,3756357
2024-10-31,35.52,35.76,34.865,35.12,2372948
2024-11-04,35.12,35.405,34.88,35.23,2375444
2024-11-05,35.23,35.3,34.23,34.49,1508626
2024-11-06,34.62,35.05,34.48,34.775,1753530
2024-11-07,34.895,35.3,34.505,35.13,1651776
2024-11-08,35.3,35.3,34.46,34.65,1291422
2024-11-12,34.65,34.8,33.91,34.205,3423021
2024-11-13,34.205,35.4,34.16,35.115,2850303
2024-11-14,33.99,33.99,29.105,31.135,12773296
2024-11-15,30.8,30.8,29.14,29.15,5793147
2024-11-18,29.08,29.28,28.305,28.63,4004343
2024-11-19,28.895,28.93,27.45,28,4252753
2024-11-20,28.4,28.445,27.835,28.245,2507491
2024-11-21,28.38,29.15,28.01,28.92,2383598
2024-11-22,29.19,29.35,28.6,28.815,2733490
2024-11-25,29.2,29.545,28.92,29.29,4161059
2024-11-26,29.3,29.3,28.5,28.95,1960717
2024-11-27,29.1,29.205,28.8,28.95,1208896
2024-11-28,28.96,29.15,28.4,28.505,1332881
2024-11-29,28.4,28.95,28.295,28.77,1748979
2024-12-02,28.8,29.675,28.56,29.2,1866275
2024-12-03,29.5,29.645,28.795,28.99,2207585
2024-12-04,29.1,30.365,28.975,30.265,2317093
2024-12-05,30.41,30.505,29.955,30.37,2228297
2024-12-06,30.37,30.93,30.245,30.35,2076326
2024-12-09,30.44,30.5,29.845,29.845,1519273
2024-12-10,29.84,30.7,29.24,30.3,3362833
2024-12-11,30.18,30.27,29.65,30.1,1518564
2024-12-12,29.98,30.095,28.38,28.7,3560969
2024-12-13,28.715,29.235,28.55,29.06,2386360
2024-12-16,29,29.155,28.42,29.125,1871235
2024-12-17,29.13,29.2,27.94,28.455,1884057
2024-12-18,28.32,28.59,27.92,28.03,2036405
2024-12-19,27.8,28.015,27.55,27.99,2523889
2024-12-20,27.88,27.89,27.305,27.89,3296581
2024-12-23,27.95,28.18,27.62,27.85,1572417
